time_index,stress_score,is_regime_shift,threshold
0,632.9549189069428,0,657.8956238741209
1,627.589417695055,0,657.8956238741209
2,630.7740689152624,0,657.8956238741209
3,637.5763513725942,0,657.8956238741209
4,638.7536011738204,0,657.8956238741209
5,637.6740792485017,0,657.8956238741209
6,637.343004588272,0,657.8956238741209
7,628.1761253690498,0,657.8956238741209
8,632.2415271416634,0,657.8956238741209
9,635.6763356683588,0,657.8956238741209
10,623.7876770392113,0,657.8956238741209
11,633.4200152954465,0,657.8956238741209
12,649.5842572176575,0,657.8956238741209
13,649.6151983286088,0,657.8956238741209
14,633.68574390963,0,657.8956238741209
15,621.6246270605902,0,657.8956238741209
16,623.2693944888047,0,657.8956238741209
17,634.795833301315,0,657.8956238741209
18,639.7794542411168,0,657.8956238741209
19,646.6839134888727,0,657.8956238741209
20,654.3387778914683,0,657.8956238741209
21,648.7041358891148,0,657.8956238741209
22,651.5568843683358,0,657.8956238741209
23,654.9735200489414,0,657.8956238741209
24,655.6084110456533,0,657.8956238741209
25,655.983074758201,0,657.8956238741209
26,641.0467121817221,0,657.8956238741209
27,630.4441351091964,0,657.8956238741209
28,632.5292055237092,0,657.8956238741209
29,637.7465773010748,0,657.8956238741209
30,640.4263453284696,0,657.8956238741209
31,639.7935923802274,0,657.8956238741209
32,637.983714155352,0,657.8956238741209
33,633.1025805600073,0,657.8956238741209
34,645.2611473730396,0,657.8956238741209
35,656.9818930794315,0,657.8956238741209
36,646.1428711235466,0,657.8956238741209
37,636.5792972541747,0,657.8956238741209
38,639.414895995848,0,657.8956238741209
39,633.5429782806241,0,657.8956238741209
40,633.3684430319096,0,657.8956238741209
41,641.4730115050731,0,657.8956238741209
42,647.7149871226954,0,657.8956238741209
43,648.6166000399221,0,657.8956238741209
44,640.793462097481,0,657.8956238741209
45,636.5785078241703,0,657.8956238741209
46,633.3779643828484,0,657.8956238741209
47,646.2105263157899,0,657.8956238741209
48,645.7243393968785,0,657.8956238741209
49,631.2582951996544,0,657.8956238741209
50,630.1044567378351,0,657.8956238741209
51,634.6113498819301,0,657.8956238741209
52,628.7934544716021,0,657.8956238741209
53,619.1049977960915,0,657.8956238741209
54,627.8079966917113,0,657.8956238741209
55,632.610240329071,0,657.8956238741209
56,630.9596800388356,0,657.8956238741209
57,638.7756291966829,0,657.8956238741209
58,639.7653157879924,0,657.8956238741209
59,646.3294888724852,0,657.8956238741209
60,640.0079823408591,0,657.8956238741209
61,607.0399724344767,0,657.8956238741209
62,609.0685955036155,0,657.8956238741209
63,642.3685662401892,0,657.8956238741209
64,642.5469010044197,0,657.8956238741209
65,627.9192584462124,0,657.8956238741209
66,637.5637402274087,0,657.8956238741209
67,642.1596635716438,0,657.8956238741209
68,644.5513093633052,0,657.8956238741209
69,659.443716576691,1,657.8956238741209
70,660.8570879277245,1,657.8956238741209
71,638.8055231494654,0,657.8956238741209
72,634.7554574172913,0,657.8956238741209
73,644.5661219099969,0,657.8956238741209
74,637.2262989902558,0,657.8956238741209
75,633.53663239105,0,657.8956238741209
76,631.0186180126077,0,657.8956238741209
77,630.2886713663091,0,657.8956238741209
78,614.2866263229822,0,657.8956238741209
79,616.4959411105656,0,657.8956238741209
80,634.6620288082617,0,657.8956238741209
81,642.2418244538388,0,657.8956238741209
82,649.336674989561,0,657.8956238741209
83,637.6764434460957,0,657.8956238741209
84,633.2041770774464,0,657.8956238741209
85,642.7619315992121,0,657.8956238741209
86,639.9318154211567,0,657.8956238741209
87,644.9028201763286,0,657.8956238741209
88,649.1075769360881,0,657.8956238741209
89,651.1001774138763,0,657.8956238741209
90,654.6282110619135,0,657.8956238741209
91,640.8044409668004,0,657.8956238741209
92,635.9055555360296,0,657.8956238741209
93,629.3582724588229,0,657.8956238741209
94,621.4127585990453,0,657.8956238741209
95,622.4996348910983,0,657.8956238741209
96,630.5047156719484,0,657.8956238741209
97,636.6337655484534,0,657.8956238741209
98,642.2918982865273,0,657.8956238741209
99,638.1483185442885,0,657.8956238741209
100,629.3654592197797,0,657.8956238741209
101,641.4800618570063,0,657.8956238741209
102,637.9600832278054,0,657.8956238741209
103,632.6690237562486,0,657.8956238741209
104,634.2168654281637,0,657.8956238741209
105,627.540567239659,0,657.8956238741209
106,638.9895759863496,0,657.8956238741209
107,646.9666913348133,0,657.8956238741209
108,643.5229500590748,0,657.8956238741209
109,624.2789605482825,0,657.8956238741209
110,615.4139238888514,0,657.8956238741209
111,629.3606680549738,0,657.8956238741209
112,627.2690171642039,0,657.8956238741209
113,627.2882458347614,0,657.8956238741209
114,634.5028516295071,0,657.8956238741209
115,653.3297461516597,0,657.8956238741209
116,658.9444662639979,1,657.8956238741209
117,645.2323327990277,0,657.8956238741209
118,638.486844149219,0,657.8956238741209
119,635.5624852753555,0,657.8956238741209
120,635.1986591157658,0,657.8956238741209
121,636.2192150397284,0,657.8956238741209
122,627.1087551961098,0,657.8956238741209
123,625.0280236572527,0,657.8956238741209
124,625.1438024797205,0,657.8956238741209
125,628.3281152540632,0,657.8956238741209
126,642.7611498007491,0,657.8956238741209
127,643.7774627088573,0,657.8956238741209
128,646.7103320655664,0,657.8956238741209
129,652.0710660313747,0,657.8956238741209
130,642.7056396669398,0,657.8956238741209
131,627.5709991197624,0,657.8956238741209
132,619.9714200177172,0,657.8956238741209
133,642.9190536936889,0,657.8956238741209
134,655.6934762845995,0,657.8956238741209
135,636.4821899799713,0,657.8956238741209
136,644.0248519983545,0,657.8956238741209
137,653.5665826418613,0,657.8956238741209
138,637.5353642340287,0,657.8956238741209
139,625.239464549374,0,657.8956238741209
140,633.6968465480373,0,657.8956238741209
141,639.2183879024216,0,657.8956238741209
142,628.3841022129163,0,657.8956238741209
143,629.7015477997375,0,657.8956238741209
144,634.5598749334946,0,657.8956238741209
145,640.9432289428388,0,657.8956238741209
146,650.0497644576949,0,657.8956238741209
147,641.9303396925162,0,657.8956238741209
148,633.8903182863271,0,657.8956238741209
149,644.8365856369494,0,657.8956238741209
150,651.9053698285159,0,657.8956238741209
151,655.2250967051333,0,657.8956238741209
152,647.4519406939717,0,657.8956238741209
153,629.3686533092834,0,657.8956238741209
154,635.419352574962,0,657.8956238741209
155,648.6421648337665,0,657.8956238741209
156,645.9173023808942,0,657.8956238741209
157,632.4799439740772,0,657.8956238741209
158,643.3972178363182,0,657.8956238741209
159,651.3416858815062,0,657.8956238741209
160,646.9868849994558,0,657.8956238741209
161,648.370196475046,0,657.8956238741209
162,645.2907393733175,0,657.8956238741209
163,639.1523475541796,0,657.8956238741209
164,636.4671883415439,0,657.8956238741209
165,636.6132418136002,0,657.8956238741209
166,633.6516417262619,0,657.8956238741209
167,645.9375290160033,0,657.8956238741209
168,642.7619315992121,0,657.8956238741209
169,639.6702658123271,0,657.8956238741209
170,644.9690478797813,0,657.8956238741209
171,647.5054898224124,0,657.8956238741209
172,642.929214490522,0,657.8956238741209
173,633.2668730023382,0,657.8956238741209
174,631.7819224196852,0,657.8956238741209
175,639.5390578150462,0,657.8956238741209
176,644.175423950598,0,657.8956238741209
177,631.9298595639412,0,657.8956238741209
178,626.837818855172,0,657.8956238741209
179,630.3644149268708,0,657.8956238741209
180,630.0199072283605,0,657.8956238741209
181,643.6634910212397,0,657.8956238741209
182,649.8619007054219,0,657.8956238741209
183,643.144897950882,0,657.8956238741209
184,629.988796519855,0,657.8956238741209
185,616.2929025100498,0,657.8956238741209
186,632.5729020580962,0,657.8956238741209
187,643.3456682975436,0,657.8956238741209
188,638.1246937431674,0,657.8956238741209
189,637.9285739558425,0,657.8956238741209
190,637.5471877188654,0,657.8956238741209
191,637.381638871384,0,657.8956238741209
192,655.1192622597102,0,657.8956238741209
193,642.7009484489131,0,657.8956238741209
194,640.4600849660883,0,657.8956238741209
195,639.3921041691572,0,657.8956238741209
196,625.508686364492,0,657.8956238741209
197,639.8721318803159,0,657.8956238741209
198,644.2113063465166,0,657.8956238741209
199,645.9647561735171,0,657.8956238741209
200,640.75738733857,0,657.8956238741209
201,639.593272782097,0,657.8956238741209
202,645.8986310757894,0,657.8956238741209
203,633.3176600636947,0,657.8956238741209
204,627.3603480733548,0,657.8956238741209
205,641.0467121817221,0,657.8956238741209
206,637.0993178242059,0,657.8956238741209
207,637.2357624065942,0,657.8956238741209
208,642.2559081158621,0,657.8956238741209
209,644.5341575660348,0,657.8956238741209
210,659.9258375428086,1,657.8956238741209
211,659.4772403886583,1,657.8956238741209
212,646.4352148966932,0,657.8956238741209
213,639.0784371274616,0,657.8956238741209
214,642.5054504314128,0,657.8956238741209
215,641.5944233558077,0,657.8956238741209
216,634.9074473150932,0,657.8956238741209
217,635.2279311394229,0,657.8956238741209
218,649.2306498413656,0,657.8956238741209
219,653.103594443155,0,657.8956238741209
220,642.3012866933751,0,657.8956238741209
221,628.442483272566,0,657.8956238741209
222,626.3092343869911,0,657.8956238741209
223,645.3234447343497,0,657.8956238741209
224,646.637289825049,0,657.8956238741209
225,642.1674888727371,0,657.8956238741209
226,651.5915871126025,0,657.8956238741209
227,651.785117245777,0,657.8956238741209
228,651.1325895301861,0,657.8956238741209
229,634.0337979220299,0,657.8956238741209
230,629.9233792237226,0,657.8956238741209
231,645.2930755257805,0,657.8956238741209
232,641.3123990602601,0,657.8956238741209
233,629.580225455204,0,657.8956238741209
234,631.6570236407413,0,657.8956238741209
235,646.0409860794822,0,657.8956238741209
236,644.320501281084,0,657.8956238741209
237,642.6063348725868,0,657.8956238741209
238,650.7883208702357,0,657.8956238741209
239,655.2711063235067,0,657.8956238741209
240,646.5859998924565,0,657.8956238741209
241,631.7691950174474,0,657.8956238741209
242,635.7245577807054,0,657.8956238741209
243,649.6809432723588,0,657.8956238741209
244,658.0578367630422,1,657.8956238741209
245,647.1608349576912,0,657.8956238741209
246,631.8248754997709,0,657.8956238741209
247,635.457313575322,0,657.8956238741209
248,649.7018255611858,0,657.8956238741209
249,645.7056624841504,0,657.8956238741209
250,629.546698031906,0,657.8956238741209
251,629.8156651392758,0,657.8956238741209
252,637.3280233145717,0,657.8956238741209
253,650.0830021562758,0,657.8956238741209
254,650.9272854011173,0,657.8956238741209
255,642.9800160540863,0,657.8956238741209
256,640.821693093788,0,657.8956238741209
257,633.6008815719598,0,657.8956238741209
258,645.9678677752244,0,657.8956238741209
259,655.317879441025,0,657.8956238741209
260,633.2295736469003,0,657.8956238741209
261,627.8856418758705,0,657.8956238741209
262,642.0876663043796,0,657.8956238741209
263,643.133959235698,0,657.8956238741209
264,639.3983916511797,0,657.8956238741209
265,639.1201110839392,0,657.8956238741209
266,639.4196114442561,0,657.8956238741209
267,634.2192425788857,0,657.8956238741209
268,615.7641974336766,0,657.8956238741209
269,625.9167170670944,0,657.8956238741209
270,631.57427447445,0,657.8956238741209
271,626.8746987675992,0,657.8956238741209
272,633.7055699124862,0,657.8956238741209
273,629.5778306987694,0,657.8956238741209
274,623.5418893791127,0,657.8956238741209
275,643.376910937788,0,657.8956238741209
276,650.941180214461,0,657.8956238741209
277,646.5113890542134,0,657.8956238741209
278,643.1784942641865,0,657.8956238741209
279,642.5203103798225,0,657.8956238741209
280,644.8116485093223,0,657.8956238741209
281,641.8035109311865,0,657.8956238741209
282,650.9844066166246,0,657.8956238741209
283,645.6052647749401,0,657.8956238741209
284,643.9156066764813,0,657.8956238741209
285,636.059639454143,0,657.8956238741209
286,625.6693602959978,0,657.8956238741209
287,627.027807256291,0,657.8956238741209
288,639.1892995464694,0,657.8956238741209
289,640.4184986450758,0,657.8956238741209
290,646.9037762415601,0,657.8956238741209
291,647.4798799249772,0,657.8956238741209
292,638.0585396229121,0,657.8956238741209
293,650.1850234947746,0,657.8956238741209
294,654.6059515376746,0,657.8956238741209
295,651.5954428584251,0,657.8956238741209
296,647.4977293549315,0,657.8956238741209
297,640.3306091887127,0,657.8956238741209
298,633.1089308224215,0,657.8956238741209
